advocacy	advocacy%1:04:00::
estrangement	estrangement%1:26:00::
presbyterian	presbyterian%1:18:00::
acreage	acreage%1:07:00::
dramatist	dramatist%1:18:00::
hookworm	hookworm%1:05:00::
completeness	completeness%1:26:00::
globulin	globulin%1:27:00::
opium	opium%1:06:00::
actinometer	actinometer%1:06:00::
silkworm	silkworm%1:05:01::
nationality	nationality%1:14:00::
emotionalism	emotionalism%1:07:00::
stickpin	stickpin%1:06:00::
monkey	monkey%1:05:00::
deficit	deficit%1:07:00::
reducing	reducing%1:22:00::
immigrant	immigrant%1:18:00::
teakettle	teakettle%1:06:00::
tree	tree%1:20:00::
expressiveness	expressiveness%1:07:00::
reenforcement	reenforcement%1:10:00::
vindication	vindication%1:04:01::
emotionality	emotionality%1:07:00::
funeral	funeral%1:11:00::
water-skiing	water-skiing%1:04:00::
anarchy	anarchy%1:26:00::
sit-down	sit-down%1:04:00::
smallpox	smallpox%1:26:00::
skunk	skunk%1:18:00::
inset	inset%1:06:02::
doweling	doweling%1:04:00::
prison	prison%1:06:00::
troll	troll%1:18:00::
calving	calving%1:22:00::
catkin	catkin%1:20:00::
nakedness	nakedness%1:26:00::
one-fourth	one-fourth%1:23:00::
worriment	worriment%1:07:00::
iodothyronine	iodothyronine%1:27:00::
drawer	drawer%1:06:00::
skull	skull%1:08:00::
biography	biography%1:10:00::
kerchief	kerchief%1:06:00::
statue	statue%1:06:00::
tray	tray%1:06:00::
countryman	countryman%1:18:00::
mosaic	mosaic%1:06:00::
proprietorship	proprietorship%1:21:00::
artilleryman	artilleryman%1:18:00::
petting	petting%1:04:00::
knuckle	knuckle%1:08:00::
merchant	merchant%1:18:00::
crispness	crispness%1:07:02::
interdependence	interdependence%1:24:00::
merger	merger%1:04:00::
light-mindedness	light-mindedness%1:07:00::
metaphor	metaphor%1:10:00::
proletariat	proletariat%1:14:00::
certitude	certitude%1:09:00::
campmate	campmate%1:18:00::
presupposition	presupposition%1:09:00::
petulance	petulance%1:12:00::
heater	heater%1:06:00::
torch	torch%1:06:02::
salesgirl	salesgirl%1:18:00::
great-niece	great-niece%1:18:00::
rhinoceros	rhinoceros%1:05:00::
hospital	hospital%1:06:00::
scot	scot%1:18:00::
galvanism	galvanism%1:19:00::
laundering	laundering%1:04:00::
determinant	determinant%1:09:00::
milquetoast	milquetoast%1:18:00::
spirits	spirits%1:13:00::
adoption	adoption%1:04:00::
napoleon	napoleon%1:18:00::
louisiana	louisiana%1:15:00::
memphis	memphis%1:15:00::
pocketful	pocketful%1:23:00::
armoire	armoire%1:06:00::
uptown	uptown%1:15:00::
guts	guts%1:07:00::
adios	adios%1:10:00::
spite	spite%1:12:00::
gully	gully%1:17:00::
schoolmarm	schoolmarm%1:18:00::
gust	gust%1:19:00::
prechlorination	prechlorination%1:22:00::
bishop	bishop%1:18:00::
thursday	thursday%1:28:00::
schoolmate	schoolmate%1:18:00::
leash	leash%1:06:00::
youngster	youngster%1:18:00::
seismograph	seismograph%1:06:00::
nitrogen	nitrogen%1:27:00::
guru	guru%1:18:00::
fierceness	fierceness%1:07:00::
ounce	ounce%1:23:02::
interlayer	interlayer%1:06:00::
abreaction	abreaction%1:04:00::
automobile	automobile%1:06:00::
enrichment	enrichment%1:04:00::
skimming	skimming%1:04:00::
espionage	espionage%1:04:00::
excavation	excavation%1:04:01::
richmond	richmond%1:15:00::
theorem	theorem%1:10:00::
mocker	mocker%1:18:00::
thinking	thinking%1:09:00::
reporting	reporting%1:10:00::
dysentery	dysentery%1:26:00::
ebony	ebony%1:07:00::
neighborliness	neighborliness%1:07:00::
interrelationship	interrelationship%1:24:00::
blackening	blackening%1:04:00::
spire	spire%1:06:00::
realist	realist%1:18:00::
lion	lion%1:05:00::
apprenticeship	apprenticeship%1:04:00::
elution	elution%1:22:00::
lint	lint%1:27:02::
clothesline	clothesline%1:06:00::
knapsack	knapsack%1:06:00::
prometheus	prometheus%1:18:00::
hornpipe	hornpipe%1:04:00::
vaquero	vaquero%1:18:00::
monochrome	monochrome%1:06:01::
mineral	mineral%1:27:00::
orthography	orthography%1:10:00::
foothills	foothills%1:17:00::
spine	spine%1:08:00::
bennington	bennington%1:15:00::
assertiveness	assertiveness%1:07:00::
panama	panama%1:15:00::
easter	easter%1:28:00::
moses	moses%1:18:00::
gravestone	gravestone%1:06:00::
shack	shack%1:06:00::
sidewinder	sidewinder%1:05:00::
villager	villager%1:18:00::
financing	financing%1:04:00::
cassite	cassite%1:10:00::
fluorine	fluorine%1:27:00::
thriller	thriller%1:10:00::
sentimentality	sentimentality%1:07:00::
foundry	foundry%1:06:00::
compost	compost%1:27:00::
intensification	intensification%1:04:00::
virulence	virulence%1:07:00::
maleness	maleness%1:07:00::
soprano	soprano%1:18:00::
equation	equation%1:10:00::
nuance	nuance%1:10:00::
franc	franc%1:23:00::
grocer	grocer%1:18:00::
cufflink	cufflink%1:06:00::
brad	brad%1:06:00::
sentimentalist	sentimentalist%1:18:00::
iodination	iodination%1:22:00::
trench	trench%1:06:00::
monologist	monologist%1:18:00::
exigency	exigency%1:26:00::
earphone	earphone%1:06:00::
inversion	inversion%1:19:00::
extrapolation	extrapolation%1:09:00::
oilfield	oilfield%1:15:00::
jackass	jackass%1:18:00::
abridgment	abridgment%1:10:00::
posseman	posseman%1:18:00::
upkeep	upkeep%1:04:00::
carcass	carcass%1:05:00::
booker	booker%1:18:00::
substrate	substrate%1:27:00::
guam	guam%1:15:00::
uppercut	uppercut%1:04:00::
aspirant	aspirant%1:18:00::
reverend	reverend%1:18:00::
vogue	vogue%1:09:00::
bouquet	bouquet%1:06:00::
hubris	hubris%1:07:00::
poultry	poultry%1:05:00::
childishness	childishness%1:07:00::
twenty-two	twenty-two%1:23:00::
glycerine	glycerine%1:27:00::
dishwasher	dishwasher%1:06:00::
alundum	alundum%1:27:00::
uto-aztecan	uto-aztecan%1:10:00::
feebleness	feebleness%1:26:00::
bodybuilder	bodybuilder%1:18:00::
avocado	avocado%1:13:00::
delaware	delaware%1:17:00::
manic-depressive	manic-depressive%1:18:00::
cognizance	cognizance%1:09:00::
soddy	soddy%1:06:00::
marbles	marbles%1:04:00::
greatness	greatness%1:07:00::
flooring	flooring%1:06:00::
collaboration	collaboration%1:04:01::
diary	diary%1:10:00::
fill-in	fill-in%1:18:00::
hospitality	hospitality%1:10:00::
schoolboy	schoolboy%1:18:00::
conclave	conclave%1:14:00::
anarchist	anarchist%1:18:00::
brim	brim%1:06:01::
jealousy	jealousy%1:12:00::
gloves	gloves%1:06:00::
handstand	handstand%1:04:00::
blasphemy	blasphemy%1:10:00::
aerosol	aerosol%1:19:00::
slicker	slicker%1:06:00::
birefringence	birefringence%1:19:00::
brig	brig%1:06:01::
clearing	clearing%1:15:00::
replenishment	replenishment%1:22:00::
blowfish	blowfish%1:13:00::
shooter	shooter%1:06:00::
cambodia	cambodia%1:15:00::
misnomer	misnomer%1:10:00::
hyalinization	hyalinization%1:26:00::
obedience	obedience%1:04:00::
beverage	beverage%1:13:00::
marksmanship	marksmanship%1:09:00::
morse	morse%1:10:00::
windowpane	windowpane%1:06:00::
bonemeal	bonemeal%1:27:00::
shard	shard%1:06:00::
weekday	weekday%1:28:00::
tumour	tumour%1:26:00::
descendant	descendant%1:18:00::
diarrhoea	diarrhoea%1:26:00::
shark	shark%1:05:00::
inventor	inventor%1:18:00::
academicianship	academicianship%1:04:00::
bludgeon	bludgeon%1:06:00::
popping	popping%1:11:00::
rivulet	rivulet%1:17:00::
